ID_Venta,Caballos_Fuerza,Precio_Catalogo_Original,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta,ID_Pais_Origen_x,ID_Tipo_Carroceria,ID_Tipo_Combustible,ID_Marca,ID_Pais_Origen_y,ID_Sede,ID_Ciudad_Sede
24,81,9906.0,8909,10634.0,206.0,2025-01-01,5,1,1,11,5,2,2
25,69,8504.0,5309,9586.0,212.0,2026-01-01,2,1,1,2,2,8,6
26,119,11272.0,7400,13656.0,198.0,2026-01-01,3,2,1,3,3,5,5
27,147,14847.0,9384,16339.0,140.0,2026-01-01,2,1,1,10,2,4,4
28,102,10687.0,7109,11610.0,174.0,2023-01-01,2,1,1,2,2,2,2
29,97,16978.0,11043,17957.0,143.0,2026-01-01,4,2,2,7,4,8,6
30,65,6865.0,8365,7891.0,159.0,2025-01-01,2,2,1,4,2,2,2
31,68,7490.0,5041,8081.0,214.0,2026-01-01,2,3,1,4,2,4,4
32,177,36664.0,23579,36714.0,63.0,2026-01-01,6,2,1,12,6,5,5
33,70,5855.0,4327,7709.0,183.0,2024-01-01,1,1,1,1,1,6,4
34,98,16070.0,12794,19401.0,149.0,2025-01-01,4,3,2,7,4,5,5
35,53,7832.0,5237,8974.0,188.0,2024-01-01,5,2,2,11,5,1,1
36,124,20577.0,13069,24117.0,143.0,2026-01-01,5,2,1,13,5,1,1
37,90,11398.0,7288,12918.0,166.0,2025-01-01,2,2,1,2,2,1,1
38,120,11075.0,6595,12219.0,178.0,2026-01-01,2,5,1,2,2,1,1
39,143,14586.0,10686,18199.0,152.0,2026-01-01,2,1,1,14,2,2,2
40,100,8882.0,5618,10055.0,146.0,2026-01-01,4,3,1,15,4,1,1
41,74,6443.0,4499,7538.0,205.0,2026-01-01,2,1,1,6,2,7,3
42,73,6881.0,4973,7315.0,206.0,2024-01-01,2,2,1,2,2,8,6
43,81,9172.0,4881,9255.0,184.0,2025-01-01,2,2,1,5,2,4,4
44,193,44726.0,29373,48473.0,1.0,2023-01-01,5,5,1,16,5,1,1
45,119,25493.0,17024,29306.0,98.0,2026-01-01,5,2,1,13,5,2,2
46,170,19745.0,11689,21851.0,113.0,2026-01-01,3,3,1,8,3,8,6
47,69,6808.0,8434,7393.0,164.0,2025-01-01,2,2,1,4,2,2,2
48,86,7379.0,4649,8466.0,193.0,2026-01-01,5,2,1,11,5,5,5
49,77,7767.0,8383,9003.0,204.0,2026-01-01,2,1,1,5,2,4,4
50,69,7888.0,5291,9045.0,195.0,2025-01-01,2,2,1,2,2,8,6
51,68,7013.0,5105,7348.0,213.0,2024-01-01,2,2,1,2,2,8,6
52,85,10649.0,6537,11855.0,172.0,2024-01-01,2,2,1,6,2,7,3
53,69,5169.0,3505,6282.0,168.0,2023-01-01,2,1,1,10,2,7,3
54,65,8026.0,4621,8960.0,202.0,2026-01-01,2,2,1,4,2,5,5
55,155,13046.0,9847,13794.0,159.0,2025-01-01,2,2,1,4,2,2,2
56,137,24501.0,13969,29171.0,83.0,2026-01-01,5,2,1,17,5,8,6
57,99,15902.0,10529,18415.0,139.0,2026-01-01,4,2,2,7,4,8,6
58,55,5223.0,3980,6020.0,180.0,2025-01-01,2,1,1,6,2,4,4
59,60,7285.0,4108,8024.0,169.0,2026-01-01,2,3,1,2,2,1,1
60,77,7061.0,3993,8517.0,204.0,2023-01-01,2,2,1,5,2,1,1
61,87,11936.0,8667,13327.0,148.0,2026-01-01,5,4,1,11,5,7,3
62,63,6975.0,3974,8214.0,136.0,2026-01-01,2,3,1,2,2,1,1
63,68,5369.0,3583,6294.0,176.0,2023-01-01,2,1,1,10,2,7,3
64,161,19299.0,8532,21660.0,112.0,2026-01-01,3,2,1,8,3,5,5
65,88,6931.0,4769,7973.0,184.0,2025-01-01,2,2,1,10,2,7,3
66,124,26487.0,19755,33070.0,68.0,2026-01-01,5,3,2,16,5,7,3
67,82,8256.0,5439,10238.0,153.0,2026-01-01,5,2,1,11,5,8,6
68,70,6308.0,3719,6761.0,193.0,2026-01-01,2,1,1,10,2,1,1
69,186,41887.0,8695,48136.0,32.0,2024-01-01,5,2,1,13,5,7,3
70,70,7560.0,5112,9194.0,213.0,2026-01-01,2,3,1,4,2,7,3
71,71,7854.0,4852,8527.0,188.0,2025-01-01,2,2,1,2,2,7,3
72,87,8665.0,6430,10561.0,196.0,2025-01-01,2,2,1,6,2,7,3
73,74,7403.0,4310,8289.0,208.0,2026-01-01,2,2,1,4,2,5,5
74,102,8146.0,6187,10107.0,218.0,2025-01-01,1,2,1,9,1,7,3
75,81,6969.0,3875,8390.0,212.0,2023-01-01,2,2,1,5,2,1,1
76,67,8039.0,5227,9627.0,209.0,2025-01-01,2,5,1,4,2,7,3
77,119,28937.0,19833,31285.0,94.0,2025-01-01,5,5,2,16,5,4,4
78,168,36557.0,24577,38300.0,61.0,2026-01-01,6,2,1,12,6,5,5
79,92,17858.0,11542,20146.0,151.0,2026-01-01,4,2,2,7,4,2,2
80,69,5118.0,3116,5763.0,197.0,2024-01-01,2,1,1,5,2,5,5
81,89,12350.0,7843,12981.0,146.0,2026-01-01,5,3,1,11,5,1,1
82,55,6896.0,8942,7183.0,155.0,2025-01-01,2,2,2,4,2,1,1
83,74,6267.0,4254,7182.0,158.0,2025-01-01,2,1,1,6,2,7,3
84,120,11169.0,6923,12954.0,156.0,2026-01-01,2,1,1,2,2,7,3
85,106,9088.0,5474,10923.0,162.0,2026-01-01,4,3,1,15,4,1,1
86,82,8857.0,5246,10045.0,138.0,2025-01-01,2,2,1,5,2,4,4
87,68,6612.0,3780,7217.0,216.0,2024-01-01,1,2,1,1,1,7,3
88,122,18747.0,12458,20577.0,168.0,2026-01-01,2,2,1,14,2,8,6
89,56,7459.0,4477,8747.0,212.0,2024-01-01,2,2,2,2,2,7,3
90,110,11559.0,7189,12671.0,149.0,2026-01-01,2,1,1,2,2,7,3
91,55,7044.0,8737,7719.0,171.0,2025-01-01,2,2,2,4,2,1,1
92,113,9409.0,6272,10527.0,191.0,2026-01-01,2,2,1,2,2,4,4
93,100,8944.0,6240,10631.0,183.0,2025-01-01,2,2,1,2,2,11,3
94,117,9452.0,5499,10368.0,195.0,2025-01-01,2,1,1,10,2,4,4
95,49,7642.0,5939,8940.0,173.0,2024-01-01,5,2,2,11,5,5,5
96,88,8504.0,4999,9751.0,157.0,2026-01-01,2,2,1,14,2,7,3
97,71,6314.0,3446,6946.0,132.0,2025-01-01,2,1,1,14,2,5,5
98,81,6574.0,4101,8630.0,181.0,2023-01-01,2,2,1,5,2,1,1
99,105,10015.0,6373,10579.0,144.0,2025-01-01,4,1,1,15,4,8,6
100,133,13504.0,7260,15215.0,146.0,2026-01-01,1,1,1,9,1,5,5
101,111,11487.0,6885,13246.0,160.0,2026-01-01,2,1,1,2,2,7,3
102,100,13194.0,8434,14137.0,182.0,2026-01-01,2,2,1,6,2,5,5
103,108,9069.0,6035,10373.0,205.0,2026-01-01,2,2,1,2,2,4,4
104,106,16431.0,9439,19422.0,118.0,2026-01-01,7,4,1,18,7,2,2
105,75,7771.0,6334,9609.0,155.0,2026-01-01,2,1,1,2,2,4,4
106,67,8498.0,6644,9728.0,143.0,2026-01-01,2,2,1,2,2,1,1
107,68,7993.0,5338,8637.0,204.0,2025-01-01,2,2,1,2,2,8,6
108,161,17978.0,11932,20513.0,102.0,2025-01-01,3,2,1,3,3,8,6
109,73,7871.0,5550,9258.0,190.0,2026-01-01,2,3,1,4,2,7,3
110,106,10713.0,6879,12082.0,172.0,2026-01-01,2,2,1,5,2,4,4
111,136,14873.0,12226,18629.0,198.0,2026-01-01,2,1,1,14,2,2,2
112,74,7691.0,5171,9117.0,185.0,2025-01-01,2,2,1,2,2,8,6
113,90,16639.0,13057,19463.0,145.0,2025-01-01,4,3,2,7,4,5,5
114,66,7902.0,4687,8875.0,193.0,2026-01-01,2,1,1,4,2,4,4
115,158,17471.0,9332,21074.0,118.0,2024-01-01,2,1,1,4,2,5,5
116,139,18354.0,11139,19440.0,122.0,2024-01-01,4,2,1,7,4,4,4
117,113,19078.0,14323,22109.0,139.0,2024-01-01,5,3,1,17,5,8,6
118,146,13680.0,7017,13955.0,164.0,2026-01-01,1,1,1,9,1,5,5
119,64,6541.0,5256,7936.0,218.0,2025-01-01,2,1,1,14,2,7,3
120,69,6217.0,3936,6887.0,218.0,2026-01-01,1,1,1,9,1,4,4
121,68,6913.0,4660,8370.0,203.0,2024-01-01,2,2,1,4,2,2,2
122,72,5345.0,3077,5622.0,186.0,2024-01-01,2,1,1,5,2,5,5
123,108,14738.0,10318,19078.0,130.0,2026-01-01,3,2,1,3,3,2,2
124,67,7912.0,5655,9462.0,195.0,2026-01-01,2,3,1,4,2,7,3
125,94,10463.0,6092,11678.0,186.0,2026-01-01,2,1,1,2,2,7,3
126,98,18269.0,10589,19550.0,154.0,2026-01-01,4,2,2,7,4,2,2
127,185,41597.0,8486,49622.0,38.0,2024-01-01,5,2,1,13,5,7,3
128,66,7143.0,4444,8138.0,175.0,2026-01-01,2,1,1,2,2,2,2
129,106,5497.0,3207,6119.0,188.0,2023-01-01,1,1,1,19,1,4,4
130,100,9995.0,5726,11350.0,137.0,2025-01-01,4,1,1,15,4,8,6
131,96,17791.0,11286,20190.0,195.0,2026-01-01,4,2,2,7,4,2,2
132,90,17050.0,12470,18773.0,143.0,2025-01-01,4,3,2,7,4,5,5
133,71,6312.0,4150,7308.0,185.0,2024-01-01,1,1,1,1,1,6,4
134,94,16235.0,8786,17211.0,107.0,2026-01-01,4,2,1,7,4,12,6
135,67,8208.0,4754,9164.0,218.0,2025-01-01,2,2,1,2,2,7,3
136,86,12392.0,7092,12718.0,123.0,2026-01-01,2,1,1,14,2,2,2
137,146,11970.0,7434,14506.0,143.0,2024-01-01,1,1,1,19,1,5,5
138,108,17911.0,9988,18951.0,157.0,2026-01-01,5,2,1,17,5,8,6
139,163,34123.0,27373,41460.0,46.0,2025-01-01,5,4,1,16,5,1,1
140,54,7242.0,8341,7599.0,138.0,2025-01-01,2,2,2,4,2,1,1
141,160,19076.0,10574,21673.0,114.0,2026-01-01,3,2,1,8,3,7,3
142,91,11343.0,8115,11801.0,151.0,2024-01-01,2,1,1,20,2,8,6
143,132,16289.0,11451,18445.0,188.0,2026-01-01,2,1,1,14,2,2,2
144,89,7036.0,4758,8140.0,211.0,2025-01-01,2,2,1,10,2,7,3
145,104,23360.0,16669,26133.0,121.0,2024-01-01,3,2,2,8,3,1,1
146,91,9168.0,6588,11376.0,175.0,2026-01-01,2,1,1,2,2,7,3
147,115,18696.0,10792,18116.0,137.0,2026-01-01,5,2,1,17,5,8,6
148,66,5263.0,3077,6476.0,177.0,2026-01-01,2,1,1,14,2,7,3
149,95,10366.0,6881,11644.0,172.0,2023-01-01,2,1,1,2,2,2,2
150,128,20075.0,11709,25590.0,91.0,2026-01-01,5,2,1,13,5,12,6
151,100,9698.0,6073,11831.0,160.0,2026-01-01,2,1,1,2,2,7,3
152,83,8890.0,5189,10200.0,169.0,2025-01-01,2,1,1,14,2,4,4
153,93,9989.0,5864,11686.0,180.0,2026-01-01,5,2,1,11,5,5,5
154,83,10347.0,7664,11731.0,157.0,2025-01-01,2,2,1,14,2,11,3
155,54,7368.0,8906,7174.0,137.0,2025-01-01,2,2,2,4,2,1,1
156,159,17470.0,11668,20909.0,88.0,2025-01-01,3,2,1,3,3,8,6
157,65,7868.0,4756,9343.0,170.0,2026-01-01,1,2,1,9,1,2,2
158,97,17080.0,13035,19321.0,142.0,2025-01-01,4,3,2,7,4,5,5
159,163,17076.0,9412,18470.0,105.0,2024-01-01,2,1,1,4,2,5,5
160,66,7928.0,5249,8569.0,211.0,2026-01-01,2,1,1,2,2,8,6
161,117,23023.0,13196,25877.0,121.0,2026-01-01,3,2,1,8,3,5,5
162,171,17047.0,11404,21037.0,126.0,2025-01-01,3,2,1,3,3,8,6
163,89,7148.0,4690,7973.0,184.0,2025-01-01,2,2,1,10,2,7,3
164,143,13732.0,10638,17104.0,136.0,2026-01-01,2,1,1,10,2,1,1
165,115,9296.0,6077,10468.0,135.0,2024-01-01,2,2,1,10,2,1,1
166,118,8414.0,5261,9686.0,139.0,2026-01-01,2,5,1,2,2,1,1
167,116,26598.0,18496,28338.0,73.0,2026-01-01,5,2,2,16,5,5,5
168,76,7084.0,4278,7887.0,203.0,2026-01-01,2,1,1,6,2,7,3
169,121,30832.0,22813,33715.0,76.0,2025-01-01,5,2,2,16,5,7,3
170,122,17141.0,11583,20517.0,75.0,2026-01-01,5,2,1,17,5,2,2
171,68,6661.0,3563,7410.0,190.0,2026-01-01,1,1,1,9,1,5,5
172,74,6413.0,4397,7651.0,202.0,2024-01-01,1,1,1,1,1,6,4
173,54,7683.0,4618,9158.0,165.0,2025-01-01,2,1,2,2,2,2,2
174,113,11597.0,7780,13796.0,170.0,2026-01-01,2,3,1,5,2,5,5
175,83,8727.0,5102,9918.0,182.0,2025-01-01,2,2,1,5,2,4,4
176,67,7905.0,5014,8921.0,169.0,2026-01-01,2,1,1,4,2,4,4
177,83,7519.0,4303,10255.0,186.0,2025-01-01,2,3,1,5,2,8,6
178,79,6701.0,3992,6996.0,153.0,2025-01-01,2,1,1,6,2,7,3
179,84,8232.0,5314,9069.0,166.0,2026-01-01,5,2,1,11,5,5,5
180,143,14627.0,9164,14479.0,134.0,2025-01-01,2,2,1,4,2,2,2
181,68,13312.0,9203,15024.0,111.0,2024-01-01,5,2,2,11,5,8,6
182,74,6830.0,4667,7367.0,198.0,2026-01-01,2,1,1,6,2,8,6
183,150,15305.0,9089,17233.0,147.0,2023-01-01,2,3,1,4,2,2,2
184,94,10375.0,5778,11429.0,197.0,2026-01-01,2,2,1,5,2,5,5
185,143,14048.0,9607,16101.0,167.0,2023-01-01,2,3,1,4,2,2,2
186,65,6903.0,8426,7755.0,179.0,2025-01-01,2,2,1,4,2,2,2
187,77,7129.0,4195,7237.0,213.0,2026-01-01,2,1,1,6,2,7,3
188,100,7765.0,4496,7674.0,215.0,2026-01-01,2,1,1,10,2,4,4
189,62,5118.0,3077,6239.0,176.0,2026-01-01,2,1,1,14,2,7,3
190,66,10761.0,7974,12747.0,122.0,2025-01-01,2,2,2,14,2,7,3
191,83,6727.0,4124,8621.0,181.0,2023-01-01,2,2,1,5,2,1,1
192,101,9339.0,5569,10523.0,167.0,2026-01-01,4,3,1,15,4,1,1
193,99,22365.0,13251,24088.0,121.0,2026-01-01,5,1,1,21,5,1,1
194,180,16372.0,10000,18759.0,164.0,2024-01-01,1,1,1,22,1,4,4
195,115,15081.0,10737,19313.0,166.0,2025-01-01,3,2,1,8,3,1,1
196,52,5329.0,3589,5913.0,198.0,2026-01-01,1,1,1,1,1,1,1
197,157,34620.0,21726,36940.0,83.0,2025-01-01,5,2,1,16,5,4,4
198,69,6071.0,3763,6501.0,199.0,2026-01-01,1,1,1,9,1,4,4
199,154,33848.0,21685,36268.0,71.0,2025-01-01,5,2,1,16,5,4,4
200,117,15648.0,10022,18772.0,180.0,2026-01-01,3,3,1,8,3,2,2
201,69,5196.0,3460,6328.0,193.0,2023-01-01,2,1,1,10,2,7,3
202,89,8335.0,5257,9922.0,132.0,2026-01-01,5,2,1,11,5,8,6
203,149,15018.0,9336,16778.0,148.0,2023-01-01,2,3,1,4,2,2,2
204,81,9026.0,4938,9439.0,173.0,2025-01-01,2,2,1,5,2,4,4
205,68,7463.0,5363,8806.0,158.0,2025-01-01,2,2,1,4,2,2,2
206,106,11622.0,8261,12126.0,144.0,2024-01-01,2,1,1,14,2,5,5
207,74,7260.0,4283,8038.0,170.0,2026-01-01,2,1,1,2,2,2,2
208,159,18329.0,8930,23874.0,105.0,2026-01-01,3,2,1,8,3,5,5
209,99,11279.0,7653,13293.0,151.0,2024-01-01,2,1,1,14,2,4,4
210,71,7593.0,4859,8792.0,198.0,2025-01-01,2,2,1,2,2,8,6
211,100,10343.0,7905,12655.0,162.0,2024-01-01,2,1,1,14,2,4,4
212,85,7625.0,4441,8959.0,189.0,2025-01-01,2,3,1,5,2,8,6
213,64,9086.0,6540,9623.0,129.0,2026-01-01,2,2,1,2,2,1,1
214,67,7028.0,4990,8876.0,215.0,2026-01-01,2,3,1,4,2,4,4
215,60,6581.0,4127,7490.0,197.0,2026-01-01,2,1,1,2,2,7,3
216,93,13423.0,9184,14476.0,188.0,2024-01-01,2,1,1,14,2,4,4
217,176,44749.0,8589,46923.0,34.0,2024-01-01,5,2,1,13,5,7,3
218,68,6175.0,3774,7251.0,218.0,2024-01-01,1,2,1,1,1,7,3
219,69,6898.0,8287,7419.0,162.0,2025-01-01,2,2,1,4,2,2,2
220,88,7871.0,5389,9052.0,191.0,2026-01-01,5,2,1,11,5,5,5
221,67,7478.0,4605,8647.0,178.0,2026-01-01,1,2,1,9,1,2,2
222,67,7335.0,5493,8498.0,144.0,2025-01-01,2,2,1,4,2,2,2
223,111,10343.0,7380,11772.0,164.0,2026-01-01,2,2,1,5,2,4,4
224,105,13052.0,8522,14356.0,190.0,2026-01-01,2,2,1,6,2,5,5
225,107,12473.0,7738,13391.0,176.0,2026-01-01,2,3,1,5,2,5,5
226,81,11067.0,7193,12133.0,164.0,2026-01-01,2,1,1,14,2,2,2
227,114,9625.0,7689,10271.0,177.0,2026-01-01,2,1,1,2,2,2,2
228,101,8242.0,5203,8829.0,174.0,2026-01-01,1,1,1,19,1,5,5
229,97,16803.0,11119,18452.0,142.0,2026-01-01,4,2,2,7,4,8,6
230,76,7147.0,5184,8160.0,165.0,2026-01-01,2,3,1,6,2,1,1
231,71,6902.0,4764,9021.0,193.0,2026-01-01,2,2,1,4,2,5,5
232,89,11142.0,6921,12878.0,183.0,2025-01-01,2,2,1,2,2,1,1
233,102,13895.0,8027,15415.0,137.0,2026-01-01,5,2,1,17,5,2,2
234,69,6692.0,4985,7194.0,198.0,2024-01-01,2,2,1,2,2,8,6
235,146,14463.0,9590,16532.0,176.0,2023-01-01,2,3,1,4,2,2,2
236,78,7849.0,4469,9870.0,198.0,2025-01-01,2,3,1,5,2,8,6
237,164,18276.0,11871,21433.0,115.0,2025-01-01,3,2,1,3,3,8,6
238,68,5616.0,3859,6700.0,185.0,2026-01-01,2,2,1,4,2,5,5
239,116,17424.0,12794,20429.0,162.0,2026-01-01,2,2,1,14,2,8,6
240,103,9636.0,5696,10335.0,125.0,2026-01-01,4,3,1,15,4,1,1
241,151,12330.0,7861,15242.0,139.0,2026-01-01,1,1,1,9,1,5,5
242,63,6085.0,3654,6999.0,172.0,2026-01-01,1,1,1,19,1,11,3
243,66,7018.0,3746,7771.0,207.0,2024-01-01,1,2,1,1,1,7,3
244,106,15633.0,10191,16717.0,157.0,2025-01-01,3,1,1,3,3,8,6
245,109,9327.0,5588,10819.0,174.0,2026-01-01,4,3,1,15,4,1,1
246,184,35666.0,8275,44297.0,35.0,2026-01-01,5,2,1,13,5,1,1
247,72,6809.0,4980,7560.0,190.0,2024-01-01,2,2,1,2,2,8,6
248,84,8210.0,9096,8824.0,162.0,2026-01-01,2,2,1,10,2,1,1
249,67,9270.0,6332,10177.0,133.0,2026-01-01,2,2,1,2,2,1,1
250,142,23799.0,13815,27517.0,89.0,2026-01-01,5,2,1,17,5,8,6
251,86,7886.0,4670,9289.0,179.0,2026-01-01,2,1,1,6,2,1,1
252,155,14291.0,10145,18742.0,184.0,2023-01-01,2,3,1,4,2,2,2
253,103,8636.0,5093,9944.0,116.0,2024-01-01,2,1,1,6,2,8,6
254,124,27667.0,19250,30920.0,88.0,2025-01-01,5,5,2,16,5,4,4
255,161,18731.0,10903,21381.0,161.0,2025-01-01,3,1,1,3,3,1,1
256,60,6169.0,8263,6884.0,193.0,2026-01-01,2,1,1,6,2,8,6
257,75,7553.0,8475,9527.0,196.0,2026-01-01,2,1,1,5,2,4,4
258,64,5412.0,3776,6366.0,202.0,2024-01-01,1,1,1,9,1,2,2
259,70,7323.0,5446,7895.0,159.0,2026-01-01,2,3,1,6,2,1,1
260,70,6601.0,4083,7020.0,205.0,2026-01-01,1,2,1,19,1,5,5
261,73,8475.0,4980,8660.0,197.0,2025-01-01,2,2,1,2,2,7,3
262,73,7424.0,4903,7838.0,183.0,2026-01-01,2,2,1,6,2,1,1
263,60,10299.0,7302,12810.0,152.0,2025-01-01,2,2,2,14,2,7,3
264,90,11867.0,8850,14455.0,143.0,2026-01-01,5,4,1,11,5,7,3
265,138,20902.0,13689,23472.0,131.0,2023-01-01,3,2,1,8,3,8,6
266,108,7796.0,5338,8355.0,197.0,2026-01-01,1,1,1,19,1,5,5
267,70,6924.0,8405,7996.0,146.0,2025-01-01,2,2,1,4,2,2,2
268,153,34453.0,25721,40784.0,40.0,2025-01-01,5,4,1,16,5,1,1
269,201,33544.0,22841,39504.0,52.0,2026-01-01,5,5,1,21,5,2,2
270,68,6511.0,4267,7360.0,218.0,2026-01-01,1,2,1,19,1,5,5
271,83,10023.0,7268,11541.0,156.0,2025-01-01,2,2,1,14,2,11,3
272,111,17049.0,11346,19417.0,84.0,2026-01-01,5,2,1,17,5,2,2
273,81,6719.0,4743,7677.0,167.0,2026-01-01,2,1,1,6,2,8,6
274,121,16600.0,11001,17921.0,171.0,2025-01-01,3,2,1,8,3,1,1
275,121,9483.0,5854,10847.0,138.0,2024-01-01,2,2,1,10,2,1,1
276,94,9485.0,6614,9899.0,152.0,2026-01-01,2,1,1,4,2,7,3
277,71,8094.0,4703,8423.0,216.0,2026-01-01,2,2,1,4,2,5,5
278,72,8056.0,5278,9189.0,173.0,2026-01-01,2,1,1,2,2,8,6
279,123,24626.0,17134,26044.0,103.0,2026-01-01,5,2,1,13,5,2,2
280,190,35362.0,8338,43263.0,37.0,2026-01-01,5,2,1,13,5,1,1
281,138,15219.0,10724,18263.0,216.0,2026-01-01,2,1,1,14,2,2,2
282,100,9338.0,5586,10455.0,158.0,2026-01-01,2,2,1,4,2,2,2
283,71,5118.0,3173,5738.0,211.0,2024-01-01,2,1,1,5,2,5,5
284,154,13002.0,8606,14943.0,171.0,2026-01-01,2,2,1,4,2,5,5
285,65,6615.0,4333,8033.0,208.0,2024-01-01,2,2,1,4,2,2,2
286,68,13255.0,8833,15294.0,105.0,2024-01-01,5,2,2,11,5,8,6
287,75,6721.0,4263,7338.0,175.0,2025-01-01,2,1,1,6,2,7,3
288,136,17567.0,10985,20376.0,111.0,2024-01-01,4,2,1,7,4,4,4
289,101,17112.0,9859,18208.0,190.0,2026-01-01,4,2,1,7,4,5,5
290,73,8119.0,5832,9550.0,206.0,2025-01-01,2,5,1,4,2,7,3
291,117,9562.0,8718,9588.0,143.0,2026-01-01,2,1,1,2,2,2,2
292,105,11308.0,8727,12850.0,156.0,2024-01-01,2,1,1,14,2,5,5
293,119,14216.0,7463,15774.0,189.0,2025-01-01,3,3,1,8,3,5,5
294,123,29280.0,18979,32020.0,89.0,2025-01-01,5,5,2,16,5,4,4
295,96,17076.0,12192,18022.0,144.0,2026-01-01,4,2,2,7,4,8,6
296,93,11339.0,7350,13591.0,143.0,2026-01-01,4,2,1,7,4,5,5
297,74,10777.0,5875,12093.0,147.0,2026-01-01,2,2,2,2,2,7,3
298,69,6388.0,4513,7698.0,201.0,2024-01-01,2,2,1,4,2,2,2
299,80,8930.0,4964,9000.0,169.0,2026-01-01,2,2,1,14,2,7,3
300,115,17944.0,12661,19796.0,79.0,2026-01-01,5,2,1,17,5,2,2
301,68,5407.0,3406,5804.0,210.0,2023-01-01,2,1,1,10,2,7,3
302,123,10244.0,6582,11810.0,170.0,2026-01-01,2,5,1,2,2,1,1
303,107,15932.0,9636,20123.0,124.0,2026-01-01,7,4,1,18,7,2,2
304,52,8187.0,5940,10188.0,169.0,2024-01-01,5,2,2,11,5,5,5
305,96,17617.0,11200,17840.0,119.0,2026-01-01,4,2,2,7,4,8,6
306,145,13467.0,7524,14707.0,134.0,2026-01-01,1,1,1,9,1,5,5
307,64,10193.0,7771,12552.0,153.0,2025-01-01,2,2,2,14,2,7,3
308,91,17255.0,12482,20357.0,171.0,2025-01-01,4,3,2,7,4,5,5
309,72,18996.0,13003,20373.0,132.0,2025-01-01,2,2,2,14,2,1,1
310,66,6007.0,4014,7221.0,152.0,2026-01-01,1,1,1,9,1,5,5
311,153,18615.0,11759,22248.0,89.0,2025-01-01,3,2,1,3,3,8,6
312,74,7121.0,4612,7354.0,196.0,2025-01-01,2,1,1,5,2,2,2
313,69,6163.0,3940,6829.0,213.0,2026-01-01,1,1,1,9,1,4,4
314,79,8272.0,5399,9898.0,199.0,2025-01-01,2,1,1,14,2,4,4
315,68,6718.0,5192,7521.0,177.0,2025-01-01,2,1,1,14,2,7,3
316,166,17942.0,11276,20458.0,166.0,2025-01-01,3,1,1,3,3,1,1
317,64,5320.0,3379,5705.0,194.0,2025-01-01,2,1,1,2,2,7,3
318,64,5243.0,3478,6098.0,175.0,2025-01-01,2,1,1,2,2,7,3
319,68,13630.0,9222,14789.0,110.0,2024-01-01,5,2,2,11,5,8,6
320,54,7887.0,4365,8399.0,205.0,2024-01-01,2,2,2,2,2,7,3
321,118,25948.0,19474,27980.0,81.0,2026-01-01,5,2,2,16,5,5,5
322,69,6309.0,3933,7287.0,176.0,2026-01-01,1,1,1,9,1,5,5
323,210,32062.0,21492,38184.0,65.0,2026-01-01,5,5,1,21,5,2,2
324,105,10027.0,5687,12142.0,192.0,2026-01-01,5,2,1,11,5,5,5
325,118,15712.0,9610,17728.0,97.0,2026-01-01,3,2,1,8,3,4,4
326,261,36601.0,26309,38891.0,67.0,2025-01-01,6,2,1,12,6,4,4
