ID_Venta,Marca,Pais_Origen,Tipo_Carroceria,Tipo_Combustible,Caballos_Fuerza,Precio_Catalogo_Original,Sede,Ciudad_Sede,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta
27,Mitsubishi,Japon,Hatchback,Gas,147,14847.0,MotorCenter Sur,Medellin,9384,16339.0,140.0,2026-01-01
28,Toyota,Japon,Hatchback,Gas,102,10687.0,Velocity Motors,Bucaramanga,7109,11610.0,174.0,2023-01-01
29,Peugot,Francia,Sedan,Diesel,97,16978.0,Drivehub Caribe,Cali,11043,17957.0,143.0,2026-01-01
30,Nissan,Japon,Sedan,Gas,65,6865.0,Velocity Motors,Bucaramanga,8365,7891.0,159.0,2025-01-01
31,Nissan,Japon,Wagon,Gas,68,7490.0,MotorCenter Sur,Medellin,5041,8081.0,214.0,2026-01-01
32,Jaguar,Reino Unido,Sedan,Gas,177,36664.0,Autoplaza Norte,Bogota,23579,36714.0,63.0,2026-01-01
33,Chevrolet,Estados Unidos,Hatchback,Gas,70,5855.0,Motor Center Sur,Medellin,4327,7709.0,183.0,2024-01-01
34,Peugot,Francia,Wagon,Diesel,98,16070.0,Autoplaza Norte,Bogota,12794,19401.0,149.0,2025-01-01
35,Volkswagen,Alemania,Sedan,Diesel,53,7832.0,Primeauto Andino,Cali,5237,8974.0,188.0,2024-01-01
36,Bmw,Alemania,Sedan,Gas,124,20577.0,Primeauto Andino,Pereira,13069,24117.0,143.0,2026-01-01
37,Toyota,Japon,Sedan,Gas,90,11398.0,Primeauto Andino,Cali,7288,12918.0,166.0,2025-01-01
38,Toyota,Japon,Hardtop,Gas,120,11075.0,Primeauto Andino,Pereira,6595,12219.0,178.0,2026-01-01
39,Mazda,Japon,Hatchback,Gas,143,14586.0,Velocity Motors,Cali,10686,18199.0,152.0,2026-01-01
40,Renault,Francia,Wagon,Gas,100,8882.0,Primeauto Andino,Pereira,5618,10055.0,146.0,2026-01-01
41,Honda,Japon,Hatchback,Gas,74,6443.0,Carworld Pacifico,Cali,4499,7538.0,205.0,2026-01-01
42,Toyota,Japon,Sedan,Gas,73,6881.0,Drivehub Caribe,Barranquilla,4973,7315.0,206.0,2024-01-01
43,Subaru,Japon,Sedan,Gas,81,9172.0,MotorCenter Sur,Medellin,4881,9255.0,184.0,2025-01-01
44,Mercedes-Benz,Alemania,Hardtop,Gas,193,44726.0,Primeauto Andino,Pereira,29373,48473.0,1.0,2023-01-01
45,Bmw,Alemania,Sedan,Gas,119,25493.0,Velocity Motors,Bucaramanga,17024,29306.0,98.0,2026-01-01
46,Volvo,Suecia,Wagon,Gas,170,19745.0,Drivehub Caribe,Barranquilla,11689,21851.0,113.0,2026-01-01
47,Nissan,Japon,Sedan,Gas,69,6808.0,Velocity Motors,Bucaramanga,8434,7393.0,164.0,2025-01-01
48,Volkswagen,Alemania,Sedan,Gas,86,7379.0,Autoplaza Norte,Bogota,4649,8466.0,193.0,2026-01-01
49,Subaru,Japon,Hatchback,Gas,77,7767.0,MotorCenter Sur,Medellin,8383,9003.0,204.0,2026-01-01
50,Toyota,Japon,Sedan,Gas,69,7888.0,Drivehub Caribe,Barranquilla,5291,9045.0,195.0,2025-01-01
51,Toyota,Japon,Sedan,Gas,68,7013.0,Drivehub Caribe,Barranquilla,5105,7348.0,213.0,2024-01-01
52,Honda,Japon,Sedan,Gas,85,10649.0,Carworld Pacifico,Cali,6537,11855.0,172.0,2024-01-01
53,Mitsubishi,Japon,Hatchback,Gas,69,5169.0,Carworld Pacifico,Cali,3505,6282.0,168.0,2023-01-01
54,Nissan,Japon,Sedan,Gas,65,8026.0,Autoplaza Norte,Bogota,4621,8960.0,202.0,2026-01-01
55,Nissan,Japon,Sedan,Gas,155,13046.0,Velocity Motors,Bucaramanga,9847,13794.0,159.0,2025-01-01
56,Audi,Alemania,Sedan,Gas,137,24501.0,Drivehub Caribe,Barranquilla,13969,29171.0,83.0,2026-01-01
57,Peugot,Francia,Sedan,Diesel,99,15902.0,Drivehub Caribe,Cali,10529,18415.0,139.0,2026-01-01
58,Honda,Japon,Hatchback,Gas,55,5223.0,MotorCenter Sur,Medellin,3980,6020.0,180.0,2025-01-01
59,Toyota,Japon,Wagon,Gas,60,7285.0,Primeauto Andino,Cali,4108,8024.0,169.0,2026-01-01
60,Subaru,Japon,Sedan,Gas,77,7061.0,Primeauto Andino,Pereira,3993,8517.0,204.0,2023-01-01
61,Volkswagen,Alemania,Convertible,Gas,87,11936.0,Carworld Pacifico,Cali,8667,13327.0,148.0,2026-01-01
62,Toyota,Japon,Wagon,Gas,63,6975.0,Primeauto Andino,Cali,3974,8214.0,136.0,2026-01-01
63,Mitsubishi,Japon,Hatchback,Gas,68,5369.0,Carworld Pacifico,Cali,3583,6294.0,176.0,2023-01-01
64,Volvo,Suecia,Sedan,Gas,161,19299.0,Autoplaza Norte,Bogota,8532,21660.0,112.0,2026-01-01
65,Mitsubishi,Japon,Sedan,Gas,88,6931.0,Carworld Pacifico,Cali,4769,7973.0,184.0,2025-01-01
66,Mercedes-Benz,Alemania,Wagon,Diesel,124,26487.0,Carworld Pacifico,Cali,19755,33070.0,68.0,2026-01-01
67,Volkswagen,Alemania,Sedan,Gas,82,8256.0,Drivehub Caribe,Barranquilla,5439,10238.0,153.0,2026-01-01
68,Mitsubishi,Japon,Hatchback,Gas,70,6308.0,Primeauto Andino,Pereira,3719,6761.0,193.0,2026-01-01
69,Bmw,Alemania,Sedan,Gas,186,41887.0,Carworld Pacifico,Cali,8695,48136.0,32.0,2024-01-01
70,Nissan,Japon,Wagon,Gas,70,7560.0,Carworld Pacifico,Cali,5112,9194.0,213.0,2026-01-01
71,Toyota,Japon,Sedan,Gas,71,7854.0,Carworld Pacifico,Cali,4852,8527.0,188.0,2025-01-01
72,Honda,Japon,Sedan,Gas,87,8665.0,Carworld Pacifico,Cali,6430,10561.0,196.0,2025-01-01
73,Nissan,Japon,Sedan,Gas,74,7403.0,Autoplaza Norte,Bogota,4310,8289.0,208.0,2026-01-01
74,Dodge,Estados Unidos,Sedan,Gas,102,8146.0,Carworld Pacifico,Cali,6187,10107.0,218.0,2025-01-01
75,Subaru,Japon,Sedan,Gas,81,6969.0,Primeauto Andino,Pereira,3875,8390.0,212.0,2023-01-01
76,Nissan,Japon,Hardtop,Gas,67,8039.0,Carworld Pacifico,Cali,5227,9627.0,209.0,2025-01-01
77,Mercedes-Benz,Alemania,Hardtop,Diesel,119,28937.0,MotorCenter Sur,Medellin,19833,31285.0,94.0,2025-01-01
78,Jaguar,Reino Unido,Sedan,Gas,168,36557.0,Autoplaza Norte,Bogota,24577,38300.0,61.0,2026-01-01
79,Peugot,Francia,Sedan,Diesel,92,17858.0,Velocity Motors,Bucaramanga,11542,20146.0,151.0,2026-01-01
80,Subaru,Japon,Hatchback,Gas,69,5118.0,Autoplaza Norte,Bogota,3116,5763.0,197.0,2024-01-01
81,Volkswagen,Alemania,Wagon,Gas,89,12350.0,Primeauto Andino,Pereira,7843,12981.0,146.0,2026-01-01
82,Nissan,Japon,Sedan,Diesel,55,6896.0,Primeauto Andino,Pereira,8942,7183.0,155.0,2025-01-01
83,Honda,Japon,Hatchback,Gas,74,6267.0,Carworld Pacifico,Cali,4254,7182.0,158.0,2025-01-01
84,Toyota,Japon,Hatchback,Gas,120,11169.0,Carworld Pacifico,Cali,6923,12954.0,156.0,2026-01-01
85,Renault,Francia,Wagon,Gas,106,9088.0,Primeauto Andino,Pereira,5474,10923.0,162.0,2026-01-01
86,Subaru,Japon,Sedan,Gas,82,8857.0,MotorCenter Sur,Medellin,5246,10045.0,138.0,2025-01-01
87,Chevrolet,Estados Unidos,Sedan,Gas,68,6612.0,Carworld Pacifico,Cali,3780,7217.0,216.0,2024-01-01
88,Mazda,Japon,Sedan,Gas,122,18747.0,Drivehub Caribe,Barranquilla,12458,20577.0,168.0,2026-01-01
89,Toyota,Japon,Sedan,Diesel,56,7459.0,Carworld Pacifico,Cali,4477,8747.0,212.0,2024-01-01
90,Toyota,Japon,Hatchback,Gas,110,11559.0,Carworld Pacifico,Cali,7189,12671.0,149.0,2026-01-01
91,Nissan,Japon,Sedan,Diesel,55,7044.0,Primeauto Andino,Pereira,8737,7719.0,171.0,2025-01-01
92,Toyota,Japon,Sedan,Gas,113,9409.0,MotorCenter Sur,Medellin,6272,10527.0,191.0,2026-01-01
93,Toyota,Japon,Sedan,Gas,100,8944.0,Carworld Pacifco,Cali,6240,10631.0,183.0,2025-01-01
94,Mitsubishi,Japon,Hatchback,Gas,117,9452.0,MotorCenter Sur,Medellin,5499,10368.0,195.0,2025-01-01
95,Volkswagen,Alemania,Sedan,Diesel,49,7642.0,Autoplaza Norte,Bogota,5939,8940.0,173.0,2024-01-01
96,Mazda,Japon,Sedan,Gas,88,8504.0,Carworld Pacifico,Cali,4999,9751.0,157.0,2026-01-01
97,Mazda,Japon,Hatchback,Gas,71,6314.0,Autoplaza Norte,Bogota,3446,6946.0,132.0,2025-01-01
98,Subaru,Japon,Sedan,Gas,81,6574.0,Primeauto Andino,Pereira,4101,8630.0,181.0,2023-01-01
99,Renault,Francia,Hatchback,Gas,105,10015.0,Drivehub Caribe,Cali,6373,10579.0,144.0,2025-01-01
100,Dodge,Estados Unidos,Hatchback,Gas,133,13504.0,Autoplaza Norte,Bogota,7260,15215.0,146.0,2026-01-01
101,Toyota,Japon,Hatchback,Gas,111,11487.0,Carworld Pacifico,Cali,6885,13246.0,160.0,2026-01-01
102,Honda,Japon,Sedan,Gas,100,13194.0,Autoplaza Norte,Bogota,8434,14137.0,182.0,2026-01-01
103,Toyota,Japon,Sedan,Gas,108,9069.0,MotorCenter Sur,Medellin,6035,10373.0,205.0,2026-01-01
104,Alfa-Romero,Italia,Convertible,Gas,106,16431.0,Velocity Motors,Bucaramanga,9439,19422.0,118.0,2026-01-01
105,Toyota,Japon,Hatchback,Gas,75,7771.0,MotorCenter Sur,Medellin,6334,9609.0,155.0,2026-01-01
106,Toyota,Japon,Sedan,Gas,67,8498.0,Primeauto Andino,Pereira,6644,9728.0,143.0,2026-01-01
107,Toyota,Japon,Sedan,Gas,68,7993.0,Drivehub Caribe,Barranquilla,5338,8637.0,204.0,2025-01-01
108,Saab,Suecia,Sedan,Gas,161,17978.0,Drivehub Caribe,Barranquilla,11932,20513.0,102.0,2025-01-01
109,Nissan,Japon,Wagon,Gas,73,7871.0,Carworld Pacifico,Cali,5550,9258.0,190.0,2026-01-01
110,Subaru,Japon,Sedan,Gas,106,10713.0,MotorCenter Sur,Medellin,6879,12082.0,172.0,2026-01-01
111,Mazda,Japon,Hatchback,Gas,136,14873.0,Velocity Motors,Cali,12226,18629.0,198.0,2026-01-01
112,Toyota,Japon,Sedan,Gas,74,7691.0,Drivehub Caribe,Barranquilla,5171,9117.0,185.0,2025-01-01
113,Peugot,Francia,Wagon,Diesel,90,16639.0,Autoplaza Norte,Bogota,13057,19463.0,145.0,2025-01-01
114,Nissan,Japon,Hatchback,Gas,66,7902.0,MotorCenter Sur,Medellin,4687,8875.0,193.0,2026-01-01
115,Nissan,Japon,Hatchback,Gas,158,17471.0,Autoplaza Norte,Bogota,9332,21074.0,118.0,2024-01-01
116,Peugot,Francia,Sedan,Gas,139,18354.0,MotorCenter Sur,Medellin,11139,19440.0,122.0,2024-01-01
117,Audi,Alemania,Wagon,Gas,113,19078.0,Drivehub Caribe,Barranquilla,14323,22109.0,139.0,2024-01-01
118,Dodge,Estados Unidos,Hatchback,Gas,146,13680.0,Autoplaza Norte,Bogota,7017,13955.0,164.0,2026-01-01
119,Mazda,Japon,Hatchback,Gas,64,6541.0,Carworld Pacifico,Cali,5256,7936.0,218.0,2025-01-01
120,Dodge,Estados Unidos,Hatchback,Gas,69,6217.0,MotorCenter Sur,Medellin,3936,6887.0,218.0,2026-01-01
121,Nissan,Japon,Sedan,Gas,68,6913.0,Velocity Motors,Bucaramanga,4660,8370.0,203.0,2024-01-01
122,Subaru,Japon,Hatchback,Gas,72,5345.0,Autoplaza Norte,Bogota,3077,5622.0,186.0,2024-01-01
123,Saab,Suecia,Sedan,Gas,108,14738.0,Velocity Motors,Bucaramanga,10318,19078.0,130.0,2026-01-01
124,Nissan,Japon,Wagon,Gas,67,7912.0,Carworld Pacifico,Cali,5655,9462.0,195.0,2026-01-01
125,Toyota,Japon,Hatchback,Gas,94,10463.0,Carworld Pacifico,Cali,6092,11678.0,186.0,2026-01-01
126,Peugot,Francia,Sedan,Diesel,98,18269.0,Velocity Motors,Bucaramanga,10589,19550.0,154.0,2026-01-01
127,Bmw,Alemania,Sedan,Gas,185,41597.0,Carworld Pacifico,Cali,8486,49622.0,38.0,2024-01-01
128,Toyota,Japon,Hatchback,Gas,66,7143.0,Velocity Motors,Bucaramanga,4444,8138.0,175.0,2026-01-01
129,Plymouth,Estados Unidos,Hatchback,Gas,106,5497.0,MotorCenter Sur,Medellin,3207,6119.0,188.0,2023-01-01
130,Renault,Francia,Hatchback,Gas,100,9995.0,Drivehub Caribe,Cali,5726,11350.0,137.0,2025-01-01
131,Peugot,Francia,Sedan,Diesel,96,17791.0,Velocity Motors,Bucaramanga,11286,20190.0,195.0,2026-01-01
132,Peugot,Francia,Wagon,Diesel,90,17050.0,Autoplaza Norte,Bogota,12470,18773.0,143.0,2025-01-01
133,Chevrolet,Estados Unidos,Hatchback,Gas,71,6312.0,Motor Center Sur,Medellin,4150,7308.0,185.0,2024-01-01
134,Peugot,Francia,Sedan,Gas,94,16235.0,Drive Hub Caribe,Barranquilla,8786,17211.0,107.0,2026-01-01
135,Toyota,Japon,Sedan,Gas,67,8208.0,Carworld Pacifico,Cali,4754,9164.0,218.0,2025-01-01
136,Mazda,Japon,Hatchback,Gas,86,12392.0,Velocity Motors,Bucaramanga,7092,12718.0,123.0,2026-01-01
137,Plymouth,Estados Unidos,Hatchback,Gas,146,11970.0,Autoplaza Norte,Bogota,7434,14506.0,143.0,2024-01-01
138,Audi,Alemania,Sedan,Gas,108,17911.0,Drivehub Caribe,Barranquilla,9988,18951.0,157.0,2026-01-01
139,Mercedes-Benz,Alemania,Convertible,Gas,163,34123.0,Primeauto Andino,Pereira,27373,41460.0,46.0,2025-01-01
140,Nissan,Japon,Sedan,Diesel,54,7242.0,Primeauto Andino,Pereira,8341,7599.0,138.0,2025-01-01
141,Volvo,Suecia,Sedan,Gas,160,19076.0,Carworld Pacifico,Cali,10574,21673.0,114.0,2026-01-01
142,Isuzu,Japon,Hatchback,Gas,91,11343.0,Drivehub Caribe,Barranquilla,8115,11801.0,151.0,2024-01-01
143,Mazda,Japon,Hatchback,Gas,132,16289.0,Velocity Motors,Cali,11451,18445.0,188.0,2026-01-01
144,Mitsubishi,Japon,Sedan,Gas,89,7036.0,Carworld Pacifico,Cali,4758,8140.0,211.0,2025-01-01
145,Volvo,Suecia,Sedan,Diesel,104,23360.0,Primeauto Andino,Pereira,16669,26133.0,121.0,2024-01-01
146,Toyota,Japon,Hatchback,Gas,91,9168.0,Carworld Pacifico,Cali,6588,11376.0,175.0,2026-01-01
147,Audi,Alemania,Sedan,Gas,115,18696.0,Drivehub Caribe,Barranquilla,10792,18116.0,137.0,2026-01-01
148,Mazda,Japon,Hatchback,Gas,66,5263.0,Carworld Pacifico,Cali,3077,6476.0,177.0,2026-01-01
149,Toyota,Japon,Hatchback,Gas,95,10366.0,Velocity Motors,Bucaramanga,6881,11644.0,172.0,2023-01-01
150,Bmw,Alemania,Sedan,Gas,128,20075.0,Drive Hub Caribe,Barranquilla,11709,25590.0,91.0,2026-01-01
151,Toyota,Japon,Hatchback,Gas,100,9698.0,Carworld Pacifico,Cali,6073,11831.0,160.0,2026-01-01
152,Mazda,Japon,Hatchback,Gas,83,8890.0,MotorCenter Sur,Medellin,5189,10200.0,169.0,2025-01-01
153,Volkswagen,Alemania,Sedan,Gas,93,9989.0,Autoplaza Norte,Bogota,5864,11686.0,180.0,2026-01-01
154,Mazda,Japon,Sedan,Gas,83,10347.0,Carworld Pacifco,Cali,7664,11731.0,157.0,2025-01-01
155,Nissan,Japon,Sedan,Diesel,54,7368.0,Primeauto Andino,Pereira,8906,7174.0,137.0,2025-01-01
156,Saab,Suecia,Sedan,Gas,159,17470.0,Drivehub Caribe,Barranquilla,11668,20909.0,88.0,2025-01-01
157,Dodge,Estados Unidos,Sedan,Gas,65,7868.0,Velocity Motors,Bucaramanga,4756,9343.0,170.0,2026-01-01
158,Peugot,Francia,Wagon,Diesel,97,17080.0,Autoplaza Norte,Bogota,13035,19321.0,142.0,2025-01-01
159,Nissan,Japon,Hatchback,Gas,163,17076.0,Autoplaza Norte,Bogota,9412,18470.0,105.0,2024-01-01
160,Toyota,Japon,Hatchback,Gas,66,7928.0,Drivehub Caribe,Barranquilla,5249,8569.0,211.0,2026-01-01
161,Volvo,Suecia,Sedan,Gas,117,23023.0,Autoplaza Norte,Bogota,13196,25877.0,121.0,2026-01-01
162,Saab,Suecia,Sedan,Gas,171,17047.0,Drivehub Caribe,Barranquilla,11404,21037.0,126.0,2025-01-01
163,Mitsubishi,Japon,Sedan,Gas,89,7148.0,Carworld Pacifico,Cali,4690,7973.0,184.0,2025-01-01
164,Mitsubishi,Japon,Hatchback,Gas,143,13732.0,Primeauto Andino,Pereira,10638,17104.0,136.0,2026-01-01
165,Mitsubishi,Japon,Sedan,Gas,115,9296.0,Primeauto Andino,Pereira,6077,10468.0,135.0,2024-01-01
166,Toyota,Japon,Hardtop,Gas,118,8414.0,Primeauto Andino,Pereira,5261,9686.0,139.0,2026-01-01
167,Mercedes-Benz,Alemania,Sedan,Diesel,116,26598.0,Autoplaza Norte,Bogota,18496,28338.0,73.0,2026-01-01
168,Honda,Japon,Hatchback,Gas,76,7084.0,Carworld Pacifico,Cali,4278,7887.0,203.0,2026-01-01
169,Mercedes-Benz,Alemania,Sedan,Diesel,121,30832.0,Carworld Pacifico,Cali,22813,33715.0,76.0,2025-01-01
170,Audi,Alemania,Sedan,Gas,122,17141.0,Velocity Motors,Bucaramanga,11583,20517.0,75.0,2026-01-01
171,Dodge,Estados Unidos,Hatchback,Gas,68,6661.0,Autoplaza Norte,Bogota,3563,7410.0,190.0,2026-01-01
172,Chevrolet,Estados Unidos,Hatchback,Gas,74,6413.0,Motor Center Sur,Medellin,4397,7651.0,202.0,2024-01-01
173,Toyota,Japon,Hatchback,Diesel,54,7683.0,Velocity Motors,Bucaramanga,4618,9158.0,165.0,2025-01-01
174,Subaru,Japon,Wagon,Gas,113,11597.0,Autoplaza Norte,Bogota,7780,13796.0,170.0,2026-01-01
175,Subaru,Japon,Sedan,Gas,83,8727.0,MotorCenter Sur,Medellin,5102,9918.0,182.0,2025-01-01
176,Nissan,Japon,Hatchback,Gas,67,7905.0,MotorCenter Sur,Medellin,5014,8921.0,169.0,2026-01-01
177,Subaru,Japon,Wagon,Gas,83,7519.0,Drivehub Caribe,Barranquilla,4303,10255.0,186.0,2025-01-01
178,Honda,Japon,Hatchback,Gas,79,6701.0,Carworld Pacifico,Cali,3992,6996.0,153.0,2025-01-01
179,Volkswagen,Alemania,Sedan,Gas,84,8232.0,Autoplaza Norte,Bogota,5314,9069.0,166.0,2026-01-01
180,Nissan,Japon,Sedan,Gas,143,14627.0,Velocity Motors,Bucaramanga,9164,14479.0,134.0,2025-01-01
181,Volkswagen,Alemania,Sedan,Diesel,68,13312.0,Drivehub Caribe,Barranquilla,9203,15024.0,111.0,2024-01-01
182,Honda,Japon,Hatchback,Gas,74,6830.0,Drivehub Caribe,Barranquilla,4667,7367.0,198.0,2026-01-01
183,Nissan,Japon,Wagon,Gas,150,15305.0,Velocity Motors,Bucaramanga,9089,17233.0,147.0,2023-01-01
184,Subaru,Japon,Sedan,Gas,94,10375.0,Autoplaza Norte,Bogota,5778,11429.0,197.0,2026-01-01
185,Nissan,Japon,Wagon,Gas,143,14048.0,Velocity Motors,Bucaramanga,9607,16101.0,167.0,2023-01-01
186,Nissan,Japon,Sedan,Gas,65,6903.0,Velocity Motors,Bucaramanga,8426,7755.0,179.0,2025-01-01
187,Honda,Japon,Hatchback,Gas,77,7129.0,Carworld Pacifico,Cali,4195,7237.0,213.0,2026-01-01
188,Mitsubishi,Japon,Hatchback,Gas,100,7765.0,MotorCenter Sur,Medellin,4496,7674.0,215.0,2026-01-01
189,Mazda,Japon,Hatchback,Gas,62,5118.0,Carworld Pacifico,Cali,3077,6239.0,176.0,2026-01-01
190,Mazda,Japon,Sedan,Diesel,66,10761.0,Carworld Pacifico,Cali,7974,12747.0,122.0,2025-01-01
191,Subaru,Japon,Sedan,Gas,83,6727.0,Primeauto Andino,Pereira,4124,8621.0,181.0,2023-01-01
192,Renault,Francia,Wagon,Gas,101,9339.0,Primeauto Andino,Pereira,5569,10523.0,167.0,2026-01-01
193,Porsche,Alemania,Hatchback,Gas,99,22365.0,Primeauto Andino,Pereira,13251,24088.0,121.0,2026-01-01
194,Mercury,Estados Unidos,Hatchback,Gas,180,16372.0,MotorCenter Sur,Medellin,10000,18759.0,164.0,2024-01-01
195,Volvo,Suecia,Sedan,Gas,115,15081.0,Primeauto Andino,Pereira,10737,19313.0,166.0,2025-01-01
196,Chevrolet,Estados Unidos,Hatchback,Gas,52,5329.0,Primeauto Andino,Pereira,3589,5913.0,198.0,2026-01-01
197,Mercedes-Benz,Alemania,Sedan,Gas,157,34620.0,MotorCenter Sur,Medellin,21726,36940.0,83.0,2025-01-01
198,Dodge,Estados Unidos,Hatchback,Gas,69,6071.0,MotorCenter Sur,Medellin,3763,6501.0,199.0,2026-01-01
199,Mercedes-Benz,Alemania,Sedan,Gas,154,33848.0,MotorCenter Sur,Medellin,21685,36268.0,71.0,2025-01-01
200,Volvo,Suecia,Wagon,Gas,117,15648.0,Velocity Motors,Bucaramanga,10022,18772.0,180.0,2026-01-01
201,Mitsubishi,Japon,Hatchback,Gas,69,5196.0,Carworld Pacifico,Cali,3460,6328.0,193.0,2023-01-01
202,Volkswagen,Alemania,Sedan,Gas,89,8335.0,Drivehub Caribe,Barranquilla,5257,9922.0,132.0,2026-01-01
203,Nissan,Japon,Wagon,Gas,149,15018.0,Velocity Motors,Bucaramanga,9336,16778.0,148.0,2023-01-01
204,Subaru,Japon,Sedan,Gas,81,9026.0,MotorCenter Sur,Medellin,4938,9439.0,173.0,2025-01-01
205,Nissan,Japon,Sedan,Gas,68,7463.0,Velocity Motors,Bucaramanga,5363,8806.0,158.0,2025-01-01
206,Mazda,Japon,Hatchback,Gas,106,11622.0,Autoplaza Norte,Bogota,8261,12126.0,144.0,2024-01-01
207,Toyota,Japon,Hatchback,Gas,74,7260.0,Velocity Motors,Bucaramanga,4283,8038.0,170.0,2026-01-01
208,Volvo,Suecia,Sedan,Gas,159,18329.0,Autoplaza Norte,Bogota,8930,23874.0,105.0,2026-01-01
209,Mazda,Japon,Hatchback,Gas,99,11279.0,MotorCenter Sur,Medellin,7653,13293.0,151.0,2024-01-01
210,Toyota,Japon,Sedan,Gas,71,7593.0,Drivehub Caribe,Barranquilla,4859,8792.0,198.0,2025-01-01
211,Mazda,Japon,Hatchback,Gas,100,10343.0,MotorCenter Sur,Medellin,7905,12655.0,162.0,2024-01-01
212,Subaru,Japon,Wagon,Gas,85,7625.0,Drivehub Caribe,Barranquilla,4441,8959.0,189.0,2025-01-01
213,Toyota,Japon,Sedan,Gas,64,9086.0,Primeauto Andino,Pereira,6540,9623.0,129.0,2026-01-01
214,Nissan,Japon,Wagon,Gas,67,7028.0,MotorCenter Sur,Medellin,4990,8876.0,215.0,2026-01-01
215,Toyota,Japon,Hatchback,Gas,60,6581.0,Carworld Pacifico,Cali,4127,7490.0,197.0,2026-01-01
216,Mazda,Japon,Hatchback,Gas,93,13423.0,MotorCenter Sur,Medellin,9184,14476.0,188.0,2024-01-01
217,Bmw,Alemania,Sedan,Gas,176,44749.0,Carworld Pacifico,Cali,8589,46923.0,34.0,2024-01-01
218,Chevrolet,Estados Unidos,Sedan,Gas,68,6175.0,Carworld Pacifico,Cali,3774,7251.0,218.0,2024-01-01
219,Nissan,Japon,Sedan,Gas,69,6898.0,Velocity Motors,Bucaramanga,8287,7419.0,162.0,2025-01-01
220,Volkswagen,Alemania,Sedan,Gas,88,7871.0,Autoplaza Norte,Bogota,5389,9052.0,191.0,2026-01-01
