ID_Venta,Marca,Pais_Origen,Tipo_Carroceria,Tipo_Combustible,Caballos_Fuerza,Precio_Catalogo_Original,Sede,Ciudad_Sede,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta
95,Volkswagen,Alemania,Sedan,Diesel,49,7642,Autoplaza Norte,Bogota,5939,8940,173,2024-01-01
96,Mazda,Japon,Sedan,Gas,88,8504,Carworld Pacifico,Cali,4999,9751,157,2026-01-01
97,Mazda,Japon,Hatchback,Gas,71,6314,Autoplaza Norte,Bogota,3446,6946,132,2025-01-01
98,Subaru,Japon,Sedan,Gas,81,6574,Primeauto Andino,Pereira,4101,8630,181,2023-01-01
99,Renault,Francia,Hatchback,Gas,105,10015,Drivehub Caribe,Cali,6373,10579,144,2025-01-01
100,Dodge,Estados Unidos,Hatchback,Gas,133,13504,Autoplaza Norte,Bogota,7260,15215,146,2026-01-01
101,Toyota,Japon,Hatchback,Gas,111,11487,Carworld Pacifico,Cali,6885,13246,160,2026-01-01
102,Honda,Japon,Sedan,Gas,100,13194,Autoplaza Norte,Bogota,8434,14137,182,2026-01-01
103,Toyota,Japon,Sedan,Gas,108,9069,Motorcenter Sur,Medellin,6035,10373,205,2026-01-01
104,Alfa-Romero,Italia,Convertible,Gas,106,16431,Velocitymotors,Bucaramanga,9439,19422,118,2026-01-01
105,Toyota,Japon,Hatchback,Gas,75,7771,Motorcenter Sur,Medellin,6334,9609,155,2026-01-01
106,Toyota,Japon,Sedan,Gas,67,8498,Primeauto Andino,Pereira,6644,9728,143,2026-01-01
107,Toyota,Japon,Sedan,Gas,68,7993,Drivehub Caribe,Barranquilla,5338,8637,204,2025-01-01
108,Saab,Suecia,Sedan,Gas,161,17978,Drivehub Caribe,Barranquilla,11932,20513,102,2025-01-01
109,Nissan,Japon,Wagon,Gas,73,7871,Carworld Pacifico,Cali,5550,9258,190,2026-01-01
110,Subaru,Japon,Sedan,Gas,106,10713,Motorcenter Sur,Medellin,6879,12082,172,2026-01-01
111,Mazda,Japon,Hatchback,Gas,136,14873,Velocitymotors,Cali,12226,18629,198,2026-01-01
112,Toyota,Japon,Sedan,Gas,74,7691,Drivehub Caribe,Barranquilla,5171,9117,185,2025-01-01
113,Peugot,Francia,Wagon,Diesel,90,16639,Autoplaza Norte,Bogota,13057,19463,145,2025-01-01
114,Nissan,Japon,Hatchback,Gas,66,7902,Motorcenter Sur,Medellin,4687,8875,193,2026-01-01
115,Nissan,Japon,Hatchback,Gas,158,17471,Autoplaza Norte,Bogota,9332,21074,118,2024-01-01
116,Peugot,Francia,Sedan,Gas,139,18354,Motorcenter Sur,Medellin,11139,19440,122,2024-01-01
117,Audi,Alemania,Wagon,Gas,113,19078,Drivehub Caribe,Barranquilla,14323,22109,139,2024-01-01
118,Dodge,Estados Unidos,Hatchback,Gas,146,13680,Autoplaza Norte,Bogota,7017,13955,164,2026-01-01
119,Mazda,Japon,Hatchback,Gas,64,6541,Carworld Pacifico,Cali,5256,7936,218,2025-01-01
120,Dodge,Estados Unidos,Hatchback,Gas,69,6217,Motorcenter Sur,Medellin,3936,6887,218,2026-01-01
121,Nissan,Japon,Sedan,Gas,68,6913,Velocitymotors,Bucaramanga,4660,8370,203,2024-01-01
122,Subaru,Japon,Hatchback,Gas,72,5345,Autoplaza Norte,Bogota,3077,5622,186,2024-01-01
123,Saab,Suecia,Sedan,Gas,108,14738,Velocitymotors,Bucaramanga,10318,19078,130,2026-01-01
124,Nissan,Japon,Wagon,Gas,67,7912,Carworld Pacifico,Cali,5655,9462,195,2026-01-01
125,Toyota,Japon,Hatchback,Gas,94,10463,Carworld Pacifico,Cali,6092,11678,186,2026-01-01
126,Peugot,Francia,Sedan,Diesel,98,18269,Velocitymotors,Bucaramanga,10589,19550,154,2026-01-01
127,Bmw,Alemania,Sedan,Gas,185,41597,Carworld Pacifico,Cali,8486,49622,38,2024-01-01
128,Toyota,Japon,Hatchback,Gas,66,7143,Velocitymotors,Bucaramanga,4444,8138,175,2026-01-01
129,Plymouth,Estados Unidos,Hatchback,Gas,106,5497,Motorcenter Sur,Medellin,3207,6119,188,2023-01-01
130,Renault,Francia,Hatchback,Gas,100,9995,Drivehub Caribe,Cali,5726,11350,137,2025-01-01
131,Peugot,Francia,Sedan,Diesel,96,17791,Velocitymotors,Bucaramanga,11286,20190,195,2026-01-01
132,Peugot,Francia,Wagon,Diesel,90,17050,Autoplaza Norte,Bogota,12470,18773,143,2025-01-01
133,Chevrolet,Estados Unidos,Hatchback,Gas,71,6312,Motor Center Sur,Medellin,4150,7308,185,2024-01-01
134,Peugot,Francia,Sedan,Gas,94,16235,Drive Hub Caribe,Barranquilla,8786,17211,107,2026-01-01
135,Toyota,Japon,Sedan,Gas,67,8208,Carworld Pacifico,Cali,4754,9164,218,2025-01-01
136,Mazda,Japon,Hatchback,Gas,86,12392,Velocitymotors,Bucaramanga,7092,12718,123,2026-01-01
137,Plymouth,Estados Unidos,Hatchback,Gas,146,11970,Autoplaza Norte,Bogota,7434,14506,143,2024-01-01
138,Audi,Alemania,Sedan,Gas,108,17911,Drivehub Caribe,Barranquilla,9988,18951,157,2026-01-01
139,Mercedes-Benz,Alemania,Convertible,Gas,163,34123,Primeauto Andino,Pereira,27373,41460,46,2025-01-01
140,Nissan,Japon,Sedan,Diesel,54,7242,Primeauto Andino,Pereira,8341,7599,138,2025-01-01
141,Volvo,Suecia,Sedan,Gas,160,19076,Carworld Pacifico,Cali,10574,21673,114,2026-01-01
142,Isuzu,Japon,Hatchback,Gas,91,11343,Drivehub Caribe,Barranquilla,8115,11801,151,2024-01-01
143,Mazda,Japon,Hatchback,Gas,132,16289,Velocitymotors,Cali,11451,18445,188,2026-01-01
144,Mitsubishi,Japon,Sedan,Gas,89,7036,Carworld Pacifico,Cali,4758,8140,211,2025-01-01
145,Volvo,Suecia,Sedan,Diesel,104,23360,Primeauto Andiino,Pereira,16669,26133,121,2024-01-01
146,Toyota,Japon,Hatchback,Gas,91,9168,Carworld Pacifico,Cali,6588,11376,175,2026-01-01
147,Audi,Alemania,Sedan,Gas,115,18696,Drivehub Caribe,Barranquilla,10792,18116,137,2026-01-01
148,Mazda,Japon,Hatchback,Gas,66,5263,Carworld Pacifico,Cali,3077,6476,177,2026-01-01
149,Toyota,Japon,Hatchback,Gas,95,10366,Velocitymotor,Bucaramanga,6881,11644,172,2023-01-01
150,Bmw,Alemania,Sedan,Gas,128,20075,Drive Hub Caribe,Barranquilla,11709,25590,91,2026-01-01
151,Toyota,Japon,Hatchback,Gas,100,9698,Carworld Pacifico,Cali,6073,11831,160,2026-01-01
152,Mazda,Japon,Hatchback,Gas,83,8890,Motorcenter Sur,Medellin,5189,10200,169,2025-01-01
153,Volkswagen,Alemania,Sedan,Gas,93,9989,Autoplaza Norte,Bogota,5864,11686,180,2026-01-01
154,Mazda,Japon,Sedan,Gas,83,10347,Car World Pacifico,Cali,7664,11731,157,2025-01-01
155,Nissan,Japon,Sedan,Diesel,54,7368,Primeauto Andino,Pereira,8906,7174,137,2025-01-01
156,Saab,Suecia,Sedan,Gas,159,17470,Drivehub Caribe,Barranquilla,11668,20909,88,2025-01-01
157,Dodge,Estados Unidos,Sedan,Gas,65,7868,Velocitymotors,Bucaramanga,4756,9343,170,2026-01-01
158,Peugot,Francia,Wagon,Diesel,97,17080,Autoplaza Norte,Bogota,13035,19321,142,2025-01-01
159,Nissan,Japon,Hatchback,Gas,163,17076,Autoplaza Norte,Bogota,9412,18470,105,2024-01-01
160,Toyota,Japon,Hatchback,Gas,66,7928,Drivehub Caribe,Barranquilla,5249,8569,211,2026-01-01
161,Volvo,Suecia,Sedan,Gas,117,23023,Autoplaza Norte,Bogota,13196,25877,121,2026-01-01
162,Saab,Suecia,Sedan,Gas,171,17047,Drivehub Caribe,Barranquilla,11404,21037,126,2025-01-01
163,Mitsubishi,Japon,Sedan,Gas,89,7148,Carworld Pacifico,Cali,4690,7973,184,2025-01-01
164,Mitsubishi,Japon,Hatchback,Gas,143,13732,Primeauto Andino,Pereira,10638,17104,136,2026-01-01
165,Mitsubishi,Japon,Sedan,Gas,115,9296,Primeauto Andino,Pereira,6077,10468,135,2024-01-01
166,Toyota,Japon,Hardtop,Gas,118,8414,Primeauto Andiino,Pereira,5261,9686,139,2026-01-01
167,Mercedes-Benz,Alemania,Sedan,Diesel,116,26598,Autoplaza Norte,Bogota,18496,28338,73,2026-01-01
168,Honda,Japon,Hatchback,Gas,76,7084,Carworld Pacifico,Cali,4278,7887,203,2026-01-01
169,Mercedes-Benz,Alemania,Sedan,Diesel,121,30832,Carworld Pacifico,Cali,22813,33715,76,2025-01-01
170,Audi,Alemania,Sedan,Gas,122,17141,Velocitymotor,Bucaramanga,11583,20517,75,2026-01-01
171,Dodge,Estados Unidos,Hatchback,Gas,68,6661,Autoplaza Norte,Bogota,3563,7410,190,2026-01-01
172,Chevrolet,Estados Unidos,Hatchback,Gas,74,6413,Motor Center Sur,Medellin,4397,7651,202,2024-01-01
173,Toyota,Japon,Hatchback,Diesel,54,7683,Velocitymotors,Bucaramanga,4618,9158,165,2025-01-01
174,Subaru,Japon,Wagon,Gas,113,11597,Autoplaza Nrote,Bogota,7780,13796,170,2026-01-01
175,Subaru,Japon,Sedan,Gas,83,8727,Motorcenter Sur,Medellin,5102,9918,182,2025-01-01
176,Nissan,Japon,Hatchback,Gas,67,7905,Motorcenter Sur,Medellin,5014,8921,169,2026-01-01
177,Subaru,Japon,Wagon,Gas,83,7519,Drivehub Caribe,Barranquilla,4303,10255,186,2025-01-01
178,Honda,Japon,Hatchback,Gas,79,6701,Carworld Pacifico,Cali,3992,6996,153,2025-01-01
179,Volkswagen,Alemania,Sedan,Gas,84,8232,Auto Plaza Norte,Bogota,5314,9069,166,2026-01-01
180,Nissan,Japon,Sedan,Gas,143,14627,Velocitymotors,Bucaramanga,9164,14479,134,2025-01-01
181,Volkswagen,Alemania,Sedan,Diesel,68,13312,Drivehub Caribe,Barranquilla,9203,15024,111,2024-01-01
182,Honda,Japon,Hatchback,Gas,74,6830,Drivehub Caribe,Barranquilla,4667,7367,198,2026-01-01
183,Nissan,Japon,Wagon,Gas,150,15305,Velocitymotors,Bucaramanga,9089,17233,147,2023-01-01
184,Subaru,Japon,Sedan,Gas,94,10375,Autoplaza Norte,Bogota,5778,11429,197,2026-01-01
185,Nissan,Japon,Wagon,Gas,143,14048,Velocitymotors,Bucaramanga,9607,16101,167,2023-01-01
186,Nissan,Japon,Sedan,Gas,65,6903,Velocitymotors,Bucaramanga,8426,7755,179,2025-01-01
187,Honda,Japon,Hatchback,Gas,77,7129,Carworld Pacifico,Cali,4195,7237,213,2026-01-01
188,Mitsubishi,Japon,Hatchback,Gas,100,7765,Motorcenter Sur,Medellin,4496,7674,215,2026-01-01
189,Mazda,Japon,Hatchback,Gas,62,5118,Carworld Pacifico,Cali,3077,6239,176,2026-01-01
190,Mazda,Japon,Sedan,Diesel,66,10761,Carworld Pacifico,Cali,7974,12747,122,2025-01-01
191,Subaru,Japon,Sedan,Gas,83,6727,Primeauto Andino,Pereira,4124,8621,181,2023-01-01
192,Renault,Francia,Wagon,Gas,101,9339,Primeauto Andino,Pereira,5569,10523,167,2026-01-01
193,Porsche,Alemania,Hatchback,Gas,99,22365,Primeauto Andino,Pereira,13251,24088,121,2026-01-01
194,Mercury,Estados Unidos,Hatchback,Gas,180,16372,Motorcenter Sur,Medellin,10000,18759,164,2024-01-01
195,Volvo,Suecia,Sedan,Gas,115,15081,Primeauto Andino,Pereira,10737,19313,166,2025-01-01
196,Chevrolet,Estados Unidos,Hatchback,Gas,52,5329,Primeauto Andino,Pereira,3589,5913,198,2026-01-01
197,Mercedes-Benz,Alemania,Sedan,Gas,157,34620,Motorcenter Sur,Medellin,21726,36940,83,2025-01-01
198,Dodge,Estados Unidos,Hatchback,Gas,69,6071,Motorcenter Sur,Medellin,3763,6501,199,2026-01-01
199,Mercedes-Benz,Alemania,Sedan,Gas,154,33848,Motorcenter Sur,Medellin,21685,36268,71,2025-01-01
200,Volvo,Suecia,Wagon,Gas,117,15648,Velocitymotors,Bucaramanga,10022,18772,180,2026-01-01
201,Mitsubishi,Japon,Hatchback,Gas,69,5196,Carworld Pacifico,Cali,3460,6328,193,2023-01-01
202,Volkswagen,Alemania,Sedan,Gas,89,8335,Drivehub Caribe,Barranquilla,5257,9922,132,2026-01-01
203,Nissan,Japon,Wagon,Gas,149,15018,Velocitymotors,Bucaramanga,9336,16778,148,2023-01-01
204,Subaru,Japon,Sedan,Gas,81,9026,Motorcenter Sur,Medellin,4938,9439,173,2025-01-01
205,Nissan,Japon,Sedan,Gas,68,7463,Velocitymotors,Bucaramanga,5363,8806,158,2025-01-01
206,Mazda,Japon,Hatchback,Gas,106,11622,Autoplaza Norte,Bogota,8261,12126,144,2024-01-01
207,Toyota,Japon,Hatchback,Gas,74,7260,Velocitymotors,Bucaramanga,4283,8038,170,2026-01-01
208,Volvo,Suecia,Sedan,Gas,159,18329,Autoplaza Norte,Bogota,8930,23874,105,2026-01-01
209,Mazda,Japon,Hatchback,Gas,99,11279,Motorcenter Sur,Medellin,7653,13293,151,2024-01-01
210,Toyota,Japon,Sedan,Gas,71,7593,Drivehub Caribe,Barranquilla,4859,8792,198,2025-01-01
211,Mazda,Japon,Hatchback,Gas,100,10343,Motorcenter Sur,Medellin,7905,12655,162,2024-01-01
212,Subaru,Japon,Wagon,Gas,85,7625,Drivehub Caribe,Barranquilla,4441,8959,189,2025-01-01
213,Toyota,Japon,Sedan,Gas,64,9086,Primeauto Andino,Pereira,6540,9623,129,2026-01-01
214,Nissan,Japon,Wagon,Gas,67,7028,Motorcenter Sur,Medellin,4990,8876,215,2026-01-01
215,Toyota,Japon,Hatchback,Gas,60,6581,Carworld Pacifico,Cali,4127,7490,197,2026-01-01
216,Mazda,Japon,Hatchback,Gas,93,13423,Motorcenter Sur,Medellin,9184,14476,188,2024-01-01
217,Bmw,Alemania,Sedan,Gas,176,44749,Carworld Pacifico,Cali,8589,46923,34,2024-01-01
218,Chevrolet,Estados Unidos,Sedan,Gas,68,6175,Carworld Pacifico,Cali,3774,7251,218,2024-01-01
219,Nissan,Japon,Sedan,Gas,69,6898,Velocitymotors,Bucaramanga,8287,7419,162,2025-01-01
220,Volkswagen,Alemania,Sedan,Gas,88,7871,Auto Plaza Norte,Bogota,5389,9052,191,2026-01-01
221,Dodge,Estados Unidos,Sedan,Gas,67,7478,Velocitymotors,Bucaramanga,4605,8647,178,2026-01-01
222,Nissan,Japon,Sedan,Gas,67,7335,Velocitymotors,Bucaramanga,5493,8498,144,2025-01-01
223,Subaru,Japon,Sedan,Gas,111,10343,Motorcenter Sur,Medellin,7380,11772,164,2026-01-01
224,Honda,Japon,Sedan,Gas,105,13052,Autoplaza Norte,Bogota,8522,14356,190,2026-01-01
225,Subaru,Japon,Wagon,Gas,107,12473,Autoplaza Nrote,Bogota,7738,13391,176,2026-01-01
226,Mazda,Japon,Hatchback,Gas,81,11067,Velocitymotors,Bucaramanga,7193,12133,164,2026-01-01
227,Toyota,Japon,Hatchback,Gas,114,9625,Velocitymotors,Cali,7689,10271,177,2026-01-01
228,Plymouth,Estados Unidos,Hatchback,Gas,101,8242,Autoplaza Norte,Bogota,5203,8829,174,2026-01-01
229,Peugot,Francia,Sedan,Diesel,97,16803,Drivehub Caribe,Cali,11119,18452,142,2026-01-01
230,Honda,Japon,Wagon,Gas,76,7147,Primeauto Andiino,Cali,5184,8160,165,2026-01-01
231,Nissan,Japon,Sedan,Gas,71,6902,Autoplaza Nrote,Bogota,4764,9021,193,2026-01-01
232,Toyota,Japon,Sedan,Gas,89,11142,Primeauto Andino,Cali,6921,12878,183,2025-01-01
233,Audi,Alemania,Sedan,Gas,102,13895,Velocitymotors,Bucaramanga,8027,15415,137,2026-01-01
234,Toyota,Japon,Sedan,Gas,69,6692,Drivehub Caribe,Barranquilla,4985,7194,198,2024-01-01
235,Nissan,Japon,Wagon,Gas,146,14463,Velocitymotors,Bucaramanga,9590,16532,176,2023-01-01
236,Subaru,Japon,Wagon,Gas,78,7849,Drivehub Caribe,Barranquilla,4469,9870,198,2025-01-01
237,Saab,Suecia,Sedan,Gas,164,18276,Drivehub Caribe,Barranquilla,11871,21433,115,2025-01-01
238,Nissan,Japon,Sedan,Gas,68,5616,Autoplaza Norte,Bogota,3859,6700,185,2026-01-01
239,Mazda,Japon,Sedan,Gas,116,17424,Drivehub Caribe,Barranquilla,12794,20429,162,2026-01-01
240,Renault,Francia,Wagon,Gas,103,9636,Primeauto Andino,Pereira,5696,10335,125,2026-01-01
241,Dodge,Estados Unidos,Hatchback,Gas,151,12330,Autoplaza Norte,Bogota,7861,15242,139,2026-01-01
242,Plymouth,Estados Unidos,Hatchback,Gas,63,6085,Carworld Pacifco,Cali,3654,6999,172,2026-01-01
243,Chevrolet,Estados Unidos,Sedan,Gas,66,7018,Carworld Pacifico,Cali,3746,7771,207,2024-01-01
